einhvern	fokeo
fundist	ssm
það	fphen
,	,
ég	fp1en
skil	sfg1en
ekki	aa
af	aþ
hverju	fsheþ
hún	fpven
amma	nven
þín	feven
fór	sfg3eþ
að	cn
taka	sng
upp	aa
á	aþ
að	cn
gera	sng
innrás	nveo
alltaf	aa
á	aþ
þessum	fakeþ
degi	nkeþ
.	.

hún	fpven
stundi	sfg3eþ
mæðulega	aa
og	c
reyndi	sfg3eþ
að	cn
leggja	sng
saman	aa
árin	nhfog
frá	aþ
1968	ta
,	,
var	sfg3eþ
þetta	fahen
sautján	tfhfe
ára	nhfe
afmæli	nhen
eða	c
átján	tfhfe
?	?

eða	c
nítján	tfhfe
?	?

hún	fpven
hló	sfg3eþ
,	,
nei	au
,	,
það	fphen
gat	sfg3eþ
ekki	aa
verið	ssg
,	,
hún	fpven
var	sfg3eþ
ekki	aa
orðin	sþgven
svo	aa
gömul	lvensf
.	.

hún	fpven
mundi	sfg3eþ
þetta	faheo
ekki	aa
og	c
gat	sfg3eþ
ekki	aa
hugsað	ssg
,	,
hún	fpven
var	sfg3eþ
nýkomin	lvensf
úr	aþ
vinnunni	nveþg
,	,
hún	fpven
var	sfg3eþ
búin	lvensf
að	cn
standa	sng
á	aþ
haus	nkeþ
allan	fokeo
daginn	nkeog
.	.

og	c
hafði	sfg3eþ
heldur	aam
aldrei	aa
verið	ssg
neitt	fohen
sérlega	aa
sleip	lvensf
í	aþ
hugarreikningi	nkeþ
.	.

ég	fp1en
gat	sfg1eþ
ekki	aa
annað	foheo
en	c
brosað	ssg
að	aþ
henni	fpveþ
.	.

hún	fpven
fór	sfg3eþ
eins	aa
og	c
hvirfilbylur	nken
um	ao
húsið	nheog
,	,
það	fphen
varð	sfg3eþ
allt	fohen
að	cn
vera	sng
fínt	lhensf
og	c
fágað	lhensf
fyrir	ao
kvöldið	nheog
,	,
þetta	fahen
fólk	nhen
kom	sfg3eþ
venjulega	aa
snemma	aa
og	c
það	fphen
fór	sfg3eþ
líka	aa
sem	c
betur	aam
fer	sfg3en
snemma	aa
,	,
sagði	sfg3eþ
hún	fpven
og	c
bað	sfg3eþ
mig	fp1eo
um	ao
leið	nveo
að	cn
passa	sng
að	c
Diddi	nken-s
hyrfi	svg3eþ
ekki	aa
alveg	aa
ofan	aa
í	ao
konfektskálina	nveog
og	c
hvað	fshen
með	ao
kavíarinn	nkeog
og	c
Ritzkexið	nheogs
og	c
ostapinnana	nkfog
?	?

-	-
ég	fp1en
keypti	sfg1eþ
rándýra	lkfosf
tannstöngla	nkfo
í	aa
gær	aa
,	,
gusaðist	sfm3eþ
út	aa
úr	aþ
henni	fpveþ
á	aþ
hlaupunum	nhfþg
,	,
ég	fp1en
held	sfg1en
að	c
þeir	fpkfn
hafi	svg3fn
verið	ssg
dýrari	lkfnvm
en	c
osturinn	nkeng
,	,
þeir	fpkfn
voru	sfg3fþ
í	aþ
blárri	lveþsf
tunnu	nveþ
,	,
Ólafur	nken-s
,	,
hefur	sfg2en
þú	fp2en
séð	ssg
tannstönglana	nkfog
,	,
elskan	nveng
reyndu	sbg2en
að	cn
finna	sng
þá	fpkfo
,	,
ég	fp1en
er	sfg1en
búin	lvensf
að	cn
skera	sng
niður	aa
ostinn	nkeog
.	.

hún	fpven
reif	sfg3eþ
ryksuguna	nveog
út	aa
úr	aþ
skáp	nkeþ
,	,
ég	fp1en
tók	sfg1eþ
á	ao
rás	nveo
fram	aa
í	ao
stofu	nveo
og	c
leitaði	sfg1eþ
að	aþ
bláu	lveþvf
tunnunni	nveþg
,	,
gróf	sfg1eþ
hana	fpveo
á	aþ
endanum	nkeþg
upp	aa
undan	aþ
rassinum	nkeþg
á	aþ
pabba	nkeþ
,	,
hann	fpken
sat	sfg3eþ
á	aþ
henni	fpveþ
í	aþ
hægindastólnum	nkeþg
og	c
stangaði	sfg3eþ
úr	aþ
tönnunum	nvfþg
í	aþ
mestu	lhfþve
makindum	nhfþ
,	,
hann	fpken
var	sfg3eþ
kominn	sþgken
í	ao
réttar	lvfosf
stellingar	nvfo
fyrir	ao
framan	aa
sjónvarpið	nheog
,	,
hann	fpken
mátti	sfg3eþ
aldrei	aa
missa	sng
af	aþ
neinu	foheþ
þá	aa
sjaldan	aa
hann	fpken
var	sfg3eþ
heima	aa
á	ao
kvöldin	nhfog
,	,
nú	aa
gleypti	sfg3eþ
hann	fpken
í	ao
sig	fpkeo
táknmálið	nheog
,	,
hafði	sfg3eþ
ekki	aa
heyrt	ssg
neitt	foheo
og	c
sá	sfg3eþ
heldur	aam
ekki	aa
þungan	lkeosf
mæðusvipinn	nkeog
á	aþ
mömmu	nveþ
,	,
haggaðist	sfm3eþ
ekki	aa
þegar	c
ryksugan	nveng
stökk	sfg3eþ
eins	aa
og	c
grenjandi	lhenof
ljón	nhen
í	aa
kringum	ao
hann	fpkeo
,	,
hefði	svg3eþ
trúlega	aa
ekki	aa
tekið	ssg
eftir	aþ
neinu	foheþ
þó	aa
að	c
hún	fpven
hefði	svg3eþ
skriðið	ssg
hvæsandi	lvenof
yfir	ao
tærnar	nvfog
á	aþ
honum	fpkeþ
eða	c
upp	aa
eftir	aþ
fótunum	nkfþg
,	,
hann	fpken
var	sfg3eþ
djúpt	aa
inni	aa
í	aþ
sjálfum	fbkeþ
sér	fpkeþ
eins	aa
og	c
fyrri	lkeovm
daginn	nkeog
og	c
ekki	aa
farinn	sþgken
að	cn
kúpla	sng
sér	fpkeþ
inn	aa
í	ao
kvöldið	nheog
.	.

-	-
Ólafur	nken-s
Álfsson	nken-s
!	!

ég	fp1en
hrökk	sfg1eþ
við	aa
í	aþ
eldhúsinu	nheþg
,	,
allt	fohen
í	aþ
einu	lheþsf
tróð	sfg3eþ
mamma	nven
sér	fpveþ
í	aa
gegnum	ao
ryksugugnýinn	nkeog
.	.

-	-
ætlarðu	sfg2en
að	cn
vera	sng
í	aþ
þessum	fakfþ
sokkum	nkfþ
...	...
?	?

ég	fp1en
heyrði	sfg1eþ
ógreinilega	aa
að	c
pabbi	nken
spurði	sfg3eþ
hvort	c
það	fahen
væri	svg3eþ
eitthvað	fohen
athugavert	lhensf
við	ao
þá	fpkfo
.	.

-	-
sérðu	sfg2en
ekki	aa
tunglið	nheog
á	aþ
stórutánni	nveþg
!	!

hvað	fsheo
heldurðu	sfg2en
að	c
mamma	nven
þín	feven
haldi	svg3en
um	ao
mann	nkeo
!	!

það	fphen
heyrðust	sfm3fþ
engin	fohfn
svör	nhfn
.	.

ég	fp1en
leit	sfg1eþ
sem	aa
snöggvast	aae
fram	aa
og	c
sá	sfg1eþ
undir	ao
iljarnar	nvfog
á	aþ
honum	fpkeþ
upp	aa
á	ao
efra	lheovm
loftið	nheog
,	,
hann	fpken
var	sfg3eþ
neyddur	sþgken
til	ae
að	cn
gefa	sng
fréttirnar	nvfog
upp	aa
á	ao
bátinn	nkeog
í	ao
þetta	faheo
skipti	nheo
,	,
hann	fpken
átti	sfg3eþ
eftir	aa
að	cn
fara	sng
í	ao
sturtu	nveo
og	c
skipta	sng
um	ao
föt	nhfo
.	.

mér	fp1eþ
hefur	sfg3en
skilist	ssm
að	c
pabbi	nken
sé	svg3en
frábærlega	aa
klár	lkensf
lögfræðingur	nken
.	.

það	fphen
hlýtur	sfg3en
eiginlega	aa
að	cn
vera	sng
,	,
hann	fpken
er	sfg3en
alltaf	aa
umsetinn	lkensf
af	aþ
fólki	nheþ
sem	ct
á	sfg3en
einhver	fohfo
erindi	nhfo
við	ao
hann	fpkeo
.	.

stundum	aa
koma	sfg3fn
myndir	nvfn
af	aþ
honum	fpkeþ
í	aþ
blöðunum	nhfþg
og	c
viðtöl	nhfn
við	ao
hann	fpkeo
og	c
þá	aa
sér	sfg3en
maður	nken
hvað	fsheo
hann	fpken
er	sfg3en
að	cn
fást	snm
við	ao
,	,
hann	fpken
er	sfg3en
ekki	aa
vanur	lkensf
að	cn
láta	sng
mikið	lheosf
uppi	aa
um	ao
það	fpheo
heima	aa
.	.

hann	fpken
stakk	sfg3eþ
hausnum	nkeþg
inní	ao
eldhúsið	nheog
um	ao
leið	nveo
og	c
hann	fpken
fór	sfg3eþ
.	.

-	-
ég	fp1en
ætla	sfg1en
að	cn
skreppa	sng
út	aa
,	,
sagði	sfg3eþ
hann	fpken
.	.

-	-
bíddu	sbg2en
aðeins	aa
,	,
elskan	nveng
,	,
sagði	sfg3eþ
mamma	nven
í	ao
símann	nkeog
.	.

vertu	sbg2en
ekki	aa
lengi	aa
,	,
það	fphen
er	sfg3en
orðið	sþghen
framorðið	lhensf
,	,
sagði	sfg3eþ
hún	fpven
við	ao
Emil	nkeo-s
.	.

hvert	aa
ætlarðu	sfg2en
?	?

-	-
bara	aa
útá	ao
völl	nkeo
,	,
eða	c
eitthvað	fohen
.	.

-	-
alltílagi	aa
,	,
en	c
vertu	sbg2en
ekki	aa
lengi	aa
.	.

4.	ta
kafli	nken

kex	nhen
með	aþ
smjöri	nheþ

það	fphen
var	sfg3eþ
aðeins	aa
farið	sþghen
að	cn
rökkva	sng
þegar	c
Emil	nken-s
kom	sfg3eþ
út	aa
.	.

hann	fpken
hjólaði	sfg3eþ
út	aa
að	aþ
fótboltavellinum	nkeþg
,	,
sem	ct
var	sfg3eþ
nú	aa
enginn	foken
fótboltavöllur	nken
,	,
heldur	c
aðeins	aa
sundursparkaður	lkensf
grasblettur	nken
með	aþ
tveimur	tfhfþ
ræfilslegum	lhfþsf
mörkum	nhfþ
.	.

þar	aa
voru	sfg3fþ
bara	aa
tveir	tfkfn
eldri	lkfnvm
strákar	nkfn
að	cn
sparka	sng
á	aa
milli	ae
sín	fpkfe
,	,
strákar	nkfn
sem	ct
Emil	nken-s
þekkti	sfg3eþ
ekkert	fohen
,	,
svo	aa
hann	fpken
hjólaði	sfg3eþ
áfram	aa
niðrað	aþ
sjó	nkeþ
.	.

það	fphen
var	sfg3eþ
logn	nhen
og	c
sólin	nveng
,	,
sem	ct
var	sfg3eþ
lágt	aa
á	aþ
lofti	nheþ
,	,
sló	sfg3eþ
rauðum	lkeþsf
bjarma	nkeþ
á	ao
sjóinn	nkeog
.	.

Emil	nken-s
hjólaði	sfg3eþ
meðfram	aþ
fjörunni	nveþg
og	c
hugsaði	sfg3eþ
með	aþ
sér	fpkeþ
að	c
best	lhense
væri	svg3eþ
að	cn
athuga	sng
hvort	c
Jósi	nken-s
gamli	lkenvf
væri	svg3eþ
á	aþ
verkstæðinu	nheþg
.	.

hann	fpken
var	sfg3eþ
þar	aa
oft	aa
á	ao
kvöldin	nhfog
að	cn
dunda	sng
sér	fpkeþ
.	.

en	c
á	aþ
verkstæðinu	nheþg
var	sfg3eþ
ekkert	fohen
lífsmark	nhen
enda	c
sunnudagur	nken
.	.

hann	fpken
hjólaði	sfg3eþ
að	aþ
netagerðinni	nveþg
.	.

þar	aa
settist	sfm3eþ
hann	fpken
á	ao
stein	nkeo
og	c
horfði	sfg3eþ
yfir	ao
sjóinn	nkeog
og	c
hugsaði	sfg3eþ
.	.

hann	fpken
skyldi	svg3eþ
eignast	ssm
þennan	fakeo
hvolp	nkeo
!	!

en	c
hvernig	aa
gæti	svg3eþ
hann	fpken
unnið	ssg
sér	fpkeþ
inn	aa
þá	fakfo
peninga	nkfo
sem	ct
á	aa
vantaði	svg3eþ
?	?

hann	fpken
gæti	svg3eþ
náttúrlega	aa
selt	ssg
flöskur	nvfo
sem	ct
hann	fpken
safnaði	sfg3eþ
saman	aa
,	,
en	c
það	fphen
tæki	svg3eþ
alltof	aa
langan	lkeosf
tíma	nkeo
.	.

hann	fpken
gæti	svg3eþ
reynt	ssg
að	cn
selja	sng
blöð	nhfo
.	.

en	c
það	fphen
myndi	svg3eþ
varla	aa
duga	sng
.	.

hann	fpken
varð	sfg3eþ
að	cn
finna	sng
einhverja	foveo
aðra	foveo
fjáröflunarleið	nveo
.	.

skyldi	svg3eþ
konan	nveng
vilja	sng
geyma	sng
hundinn	nkeog
fyrir	ao
hann	fpkeo
meðan	c
hann	fpken
væri	svg3eþ
að	cn
safna	sng
sér	fpkeþ
fyrir	aþ
honum	fpkeþ
?	?

og	c
hvað	fshen
lengi	aa
?	?

hann	fpken
yrði	svg3eþ
að	cn
tala	sng
við	ao
hana	fpveo
strax	aa
í	ao
fyrramálið	nheog
og	c
biðja	sng
hana	fpveo
að	cn
geyma	sng
hann	fpkeo
fyrir	ao
sig	fpkeo
.	.

best	lhense
væri	svg3eþ
að	cn
fara	sng
til	ae
hennar	fpvee
og	c
sjá	sng
hvolpinn	nkeog
um	ao
leið	nveo
.	.

Skundi	nken-s
skyldi	svg3eþ
hann	fpken
heita	sng
.	.

hvernig	aa
skyldi	svg3eþ
hann	fpken
vera	sng
?	?

alveg	aa
einsog	c
Vaskur	nken-s
hans	fpkee
Alla	nkee-s
?	?

nei	au
,	,
það	fphen
gat	sfg3eþ
ekki	aa
verið	ssg
,	,
því	fpheþ
hann	fpken
var	sfg3eþ
ekki	aa
hreinræktaður	lkensf
einsog	c
Vaskur	nken-s
.	.

og	c
svo	aa
væri	svg3eþ
miklu	lheþsf
skemmtilegra	lhenvm
ef	c
hann	fpken
væri	svg3eþ
með	ao
einhver	fohfo
sérkenni	nhfo
.	.

Skundi	nken-s
hans	fpkee
afa	nkee
hafði	sfg3eþ
verið	ssg
dökkbrúnn	lkensf
með	ao
hvítan	lkeosf
blett	nkeo
á	aþ
síðunni	nveþg
.	.

hjartablettur	nken
,	,
sagði	sfg3eþ
afi	nken
.	.

Emil	nken-s
stóð	sfg3eþ
upp	aa
og	c
hjólaði	sfg3eþ
heim	aa
.	.

það	fphen
voru	sfg3fþ
fáir	lkfnsf
á	aþ
ferli	nkeþ
þrátt	aa
fyrir	ao
góða	lheovf
veðrið	nheog
.	.

þegar	c
hann	fpken
kom	sfg3eþ
inn	aa
var	sfg3eþ
pabbi	nken
háttaður	sþgken
og	c
sofnaður	sþgken
.	.

mamma	nven
var	sfg3eþ
að	cn
ganga	sng
frá	aþ
þvotti	nkeþ
.	.

Emil	nken-s
settist	sfm3eþ
við	ao
eldhúsborðið	nheog
og	c
horfði	sfg3eþ
á	ao
mömmu	nveo
vinna	sng
og	c
drakk	sfg3eþ
mjólk	nveo
og	c
borðaði	sfg3eþ
mjólkurkex	nheo
með	aþ
smjöri	nheþ
.	.

það	fphen
var	sfg3eþ
uppáhalds	nhee
kvöldverðurinn	nkeng
hans	fpkee
.	.

svona	aa
hafði	sfg3eþ
hann	fpken
oft	aa
setið	ssg
í	aþ
ró	nveþ
og	c
næði	nheþ
og	c
horft	ssg
á	ao
mömmu	nveo
sína	feveo
.	.

hún	fpven
hafði	sfg3eþ
gjarnan	aa
útvarpið	nheog
á	aa
og	c
hlustaði	sfg3eþ
um	ao
leið	nveo
og	c
hún	fpven
vann	sfg3eþ
.	.

það	fphen
var	sfg3eþ
svo	aa
mikill	lkensf
friður	nken
yfir	aþ
eldhúsinu	nheþg
þeirra	fphfe
á	aa
svona	lvfþof
stundum	nvfþ
.	.

þær	fpvfn
voru	sfg3fþ
bara	aa
svo	aa
sjaldgæfar	lvfnsf
nú	aa
orðið	sþghen
.	.

-	-
hvert	aa
fórstu	sfg2eþ
,	,
elskan	nveng
mín	feven
?	?
spurði	sfg3eþ
mamma	nven
.	.

-	-
bara	aa
út	aa
.	.

ég	fp1en
fór	sfg1eþ
aðeins	aa
niðrí	ao
fjöru	nveo
.	.

-	-
hvað	fsheo
sagði	sfg3eþ
pabbi	nken
þinn	feken
um	ao
hvolpinn	nkeog
?	?

-	-
hann	fpken
sagði	sfg3eþ
að	c
ég	fp1en
mætti	svg1eþ
kaupa	sng
hann	fpken
ef	c
ég	fp1en
gæti	svg1eþ
sjálfur	fbken
útvegað	ssg
peningana	nkfog
.	.

-	-
og	c
heldurðu	sfg2en
að	c
þú	fp2en
getir	svg2en
það	fpheo
?	?

-	-
já	au
,	,
ég	fp1en
held	sfg1en
það	fpheo
.	.

ég	fp1en
ætla	sfg1en
að	cn
selja	sng
blöð	nhfo
og	c
kannski	aa
eitthvað	foheo
fleira	lheovm
.	.

ég	fp1en
verð	sfg1en
bara	aa
að	cn
finna	sng
mér	fp1eþ
eitthvað	foheo
.	.

-	-
jæja	au
,	,
elskan	nveng
mín	feven
.	.

en	c
vertu	sbg2en
samt	aa
ekkert	fohen
að	cn
suða	sng
í	aþ
honum	fpkeþ
pabba	nkeþ
þínum	fekeþ
.	.

hann	fpken
er	sfg3en
svo	aa
þreyttur	lkensf
og	c
áhyggjufullur	lkensf
þessa	fakfo
dagana	nkfog
.	.

hann	fpken
verður	sfg3en
bara	aa
reiður	lkensf
ef	c
eitthvað	fohen
er	sfg3en
.	.

«	«
ég	fp1en
er	sfg1en
farin	sþgven
út	aa
í	aa
.	.

maður	nken
verður	sfg3en
bara	aa
slappur	lkensf
af	aþ
að	cn
hanga	sng
hérna	aa
í	aþ
hitanum	nkeþg
,	,
»	»
sagði	sfg3eþ
Gerður	nven-s
og	c
stakk	sfg3eþ
sér	fpveþ
í	ao
laugina	nveog
.	.

Örn	nken-s
og	c
Tóti	nken-s
horfðu	sfg3fþ
spyrjandi	aa
hvor	foken
á	ao
annan	fokeo
.	.

«	«
ég	fp1en
er	sfg1en
farinn	sþgken
upp	aa
úr	aa
.	.

ekki	aa
ætla	sfg1en
ég	fp1en
að	cn
fara	sng
að	cn
synda	sng
í	aþ
skítkaldri	lveþsf
lauginni	nveþg
aftur	aa
.	.

maður	nken
fær	sfg3en
bara	aa
lungnabólgu	nveo
,	,
»	»
sagði	sfg3eþ
Tóti	nken-s
.	.

hann	fpken
var	sfg3eþ
eins	aa
og	c
blaðra	nven
sem	ct
búið	lhensf
var	sfg3eþ
að	cn
stinga	sng
gat	nheo
á	ao
og	c
hleypa	sng
öllu	foheþ
lofti	nheþ
úr	aþ
.	.

«	«
ég	fp1en
kem	sfg1en
með	aþ
þér	fp2eþ
,	,
»	»
sagði	sfg3eþ
Örn	nken-s
.	.

«	«
við	fp1fn
kálum	sfg1fn
honum	fpkeþ
,	,
»	»
tautaði	sfg3eþ
Tóti	nken-s
milli	ae
samanbitinna	lvfesf
vara	nvfe
þegar	c
þeir	fpkfn
voru	sfg3fþ
komnir	sþgkfn
inn	aa
í	ao
sturtuna	nveog
.	.

«	«
nei	au
,	,
við	fp1fn
förum	sfg1fn
í	ao
ljós	nheo
,	,
»	»
sagði	sfg3eþ
Örn	nken-s
glottandi	lkenof
.	.

þegar	c
Örn	nken-s
kom	sfg3eþ
heim	aa
barst	sfm3eþ
ómur	nken
af	aþ
hlátrasköllum	nhfþ
á	aa
móti	aþ
honum	fpkeþ
.	.

«	«
vá	au
,	,
bara	aa
fjölmenni	nhen
,	,
»	»
sagði	sfg3eþ
hann	fpken
þegar	c
hann	fpken
opnaði	sfg3eþ
hurðina	nveog
og	c
sá	sfg3eþ
að	c
pabbi	nken
var	sfg3eþ
kominn	sþgken
heim	aa
.	.

«	«
hver	fsken
ert	sfg2en
þú	fp2en
ef	c
ég	fp1en
má	sfg1en
spyrja	sng
?	?
»	»

«	«
sæll	lkensf
,	,
sonur	nken
minn	feken
,	,
»	»
sagði	sfg3eþ
faðir	nken
hans	fpkee
brosandi	lkenof
og	c
klappaði	sfg3eþ
á	ao
öxlina	nveog
á	aþ
honum	fpkeþ
.	.

«	«
hann	fpken
kallar	sfg3en
mig	fp1eo
son	nkeo
og	c
brosir	sfg3en
til	ae
mín	fp1ee
þessi	faken
maður	nken
.	.

heyrðu	sbg2en
,	,
læknir	nken
.	.

er	sfg3en
þetta	fahen
einhver	foken
sjúklingur	nken
sem	ct
þú	fp2en
hefur	sfg2en
tekið	ssg
með	aþ
þér	fp2eþ
heim	aa
af	aþ
sjúkrahúsinu	nheþg
?	?
»	»

«	«
láttu	sbg2en
ekki	aa
eins	aa
og	c
fífl	nhen
,	,
»	»
sagði	sfg3eþ
Milla	nven-s
hlæjandi	lvenof
.	.

«	«
komdu	sbg2en
og	c
fáðu	sbg2en
þér	fp2eþ
bollur	nvfo
.	.

þú	fp2en
vissir	sfg2eþ
að	c
pabbi	nken
þinn	feken
var	sfg3eþ
úti	aa
á	aþ
landi	nheþ
eða	c
gleymdi	sfg1eþ
ég	fp1en
að	cn
segja	sng
þér	fp2eþ
það	fpheo
?	?
»	»

hún	fpven
hló	sfg3eþ
og	c
faðmaði	sfg3eþ
hann	fpkeo
.	.

«	«
fréttamaður	nken
og	c
læknir	nken
ættu	svg3fþ
ekki	aa
að	cn
vera	sng
gift	lhfnsf
,	,
a.	aþ
m.	lkeþve
k.	nkeþ
ekki	aa
að	cn
eiga	sng
barn	nheo
saman	aa
,	,
»	»
sagði	sfg3eþ
Örn	nken-s
og	c
reyndi	sfg3eþ
að	cn
vera	sng
fýlulegur	lkensf
.	.

en	c
hvernig	aa
var	sfg3eþ
hægt	lhensf
að	cn
vera	sng
með	ao
fýlu	nveo
innan	aa
um	ao
léttlyndasta	lheove
fólk	nheo
í	aþ
heimi	nkeþ
?	?

áður	aa
en	c
hann	fpken
vissi	sfg3eþ
af	aa
var	sfg3eþ
hann	fpken
niðursokkinn	lkensf
í	ao
mas	nheo
um	ao
alla	fokfo
heima	nkfo
og	c
geima	nkfo
.	.

«	«
ætli	svg3en
nokkur	foven
fjölskylda	nven
hlæi	svg3en
eins	aa
ofboðslega	aa
mikið	aa
og	c
við	fp1fn
gerum	sfg1fn
,	,
»	»
hugsaði	sfg3eþ
hann	fpken
hamingjusamur	lkensf
seinna	aam
um	ao
kvöldið	nheog
þegar	c
hann	fpken
var	sfg3eþ
kominn	sþgken
upp	aa
í	ao
rúm	nheo
.	.

en	c
svo	aa
klemmdi	sfg3eþ
hann	fpken
aftur	aa
augun	nhfog
.	.

klukkuólánið	nheng
var	sfg3eþ
náttúrlega	aa
orðin	sþgven
allt	fohen
of	aa
margt	lhensf
og	c
hann	fpken
sem	ct
þurfti	sfg3eþ
að	cn
vakna	sng
snemma	aa
.	.

hvers	fokee
konar	nkee
foreldrar	nkfn
voru	sfg3fþ
þetta	fahen
eiginlega	aa
sem	ct
hann	fpken
átti	sfg3eþ
?	?

þau	fphfn
höfðu	sfg3fþ
haldið	ssg
honum	fpkeþ
uppi	aa
á	aþ
snakki	nheþ
langt	aa
fram	aa
á	ao
nótt	nveo
í	ao
stað	nkeo
þess	fphee
að	cn
skipa	sng
honum	fpkeþ
að	cn
fara	sng
að	cn
sofa	sng
klukkan	nveng
10	ta
.	.

hann	fpken
heyrði	sfg3eþ
enn	aa
hláturgusurnar	nvfog
sem	ct
mamma	nven
hans	fpkee
reyndi	sfg3eþ
að	cn
kæfa	sng
í	aþ
sænginni	nveþg
sinni	feveþ
.	.

ja	au
,	,
hvílík	fbven
fjölskylda	nven
.	.
»	»

2.	ta
kafli	nken

það	fphen
var	sfg3eþ
búið	lhensf
að	cn
hringja	sng
inn	aa
þegar	c
Örn	nken-s
kom	sfg3eþ
að	aþ
skólanum	nkeþg
.	.

hann	fpken
flýtti	sfg3eþ
sér	fpkeþ
svo	aa
mikið	aa
að	c
hann	fpken
rakst	sfm3eþ
óþyrmilega	aa
utan	aa
í	ao
vegginn	nkeog
og	c
fékk	sfg3eþ
ljótt	lheosf
sár	nheo
á	ao
handarbakið	nheog
.	.

hann	fpken
bölvaði	sfg3eþ
í	aþ
hljóði	nheþ
og	c
hraðaði	sfg3eþ
sér	fpkeþ
inn	aa
á	ao
klósettið	nheog
þar	aa
sem	c
hann	fpken
þvoði	sfg3eþ
burt	aa
blóðið	nheog
og	c
vafði	sfg3eþ
klósettpappír	nkeþ
yfir	ao
sárið	nheog
.	.

loksins	aa
komst	sfm3eþ
hann	fpken
að	aþ
stofunni	nveþg
sinni	feveþ
og	c
andaði	sfg3eþ
léttar	aam
þegar	c
hann	fpken
sá	sfg3eþ
að	c
kennarinn	nkeng
var	sfg3eþ
ekki	aa
búinn	lkensf
að	cn
hleypa	sng
krökkunum	nkfþg
inn	aa
.	.

það	fphen
virtist	sfm3eþ
eitthvað	fohen
vera	sng
á	aþ
seyði	nkeþ
því	fpheþ
að	c
krakkarnir	nkfng
voru	sfg3fþ
æstir	lkfnsf
og	c
óðamála	lkfnof
.	.

þeir	fpkfn
stóðu	sfg3fþ
allir	fokfn
í	aþ
hnapp	nkeþ
og	c
töluðu	sfg3fþ
hver	foken
upp	aa
í	ao
annan	fokeo
.	.

Örn	nken-s
smeygði	sfg3eþ
sér	fpkeþ
úr	aþ
úlpunni	nveþg
og	c
spurði	sfg3eþ
næsta	lkeove
mann	nkeo
hvað	fshen
væri	svg3eþ
um	aa
að	cn
vera	sng
.	.

«	«
það	fphen
var	sfg3eþ
brotist	ssm
inn	aa
í	ao
búðina	nveog
hjá	aþ
pabba	nkeþ
hennar	fpvee
Lísu	nvee-s
í	ao
nótt	nveo
,	,
»	»
svaraði	sfg3eþ
einhver	foken
.	.

Lísa	nven-s
var	sfg3eþ
miðdepillinn	nkeng
.	.

hún	fpven
þurfti	sfg3eþ
að	cn
segja	sng
aftur	aa
og	c
aftur	aa
nákvæmlega	aa
frá	aþ
því	fpheþ
hvernig	aa
aðkoman	nveng
hafði	sfg3eþ
verið	ssg
í	ao
morgun	nkeo
þegar	c
pabbi	nken
hennar	fpvee
kom	sfg3eþ
niður	aa
í	ao
búðina	nveog
.	.

þau	fphfn
áttu	sfg3fþ
heima	aa
á	aþ
hæðinni	nveþg
fyrir	ao
ofan	aa
búðina	nveog
og	c
það	fphen
hafði	sfg3eþ
aldrei	aa
gerst	ssm
í	aþ
manna	nkfe
minnum	nhfþ
að	c
brotist	sþmhen
hefði	svg3eþ
verið	ssg
inn	aa
í	ao
þessa	faveo
búð	nveo
.	.

«	«
almáttugur	lkensf
,	,
en	c
sá	faken
ruddi	nken
,	,
braut	sfg3eþ
allt	foheo
og	c
bramlaði	svg3eþ
,	,
»	»
vældi	sfg3eþ
Nína	nven-s
og	c
skoðaði	sfg3eþ
sig	fpveo
í	aþ
spegli	nkeþ
.	.

«	«
sem	c
betur	aam
fer	sfg3en
voru	sfg3fþ
engir	fokfn
peningar	nkfn
geymdir	sþgkfn
þarna	aa
,	,
»	»
sagði	sfg3eþ
Gerður	nven-s
við	ao
Örn	nkeo-s
.	.

Lísa	nven-s
var	sfg3eþ
kafrjóð	lvensf
í	aa
framan	aa
og	c
virtist	sfm3eþ
ekki	aa
alveg	aa
njóta	sng
sín	fpvee
sem	c
miðdepill	nken
hópsins	nkeeg
enda	c
var	sfg3eþ
hún	fpven
mjög	aa
hlédræg	lvensf
.	.

sumt	fohen
af	aþ
þessu	faheþ
hefur	sfg3en
legið	ssg
þarna	aa
árum	nhfþ
saman	aa
.	.
»	»

mig	fp1eo
langaði	sfg3eþ
að	cn
spyrja	sng
af	aþ
hverju	fsheþ
hann	fpken
gerði	svg3eþ
það	fpheo
ekki	aa
bara	aa
núna	aa
.	.

en	c
maður	nken
segir	sfg3en
ekki	aa
svoleiðis	lheoof
við	ao
hann	fpkeo
Gísla	nkeo-s
,	,
hann	fpken
er	sfg3en
einhvern	fokeo
veginn	nkeog
þannig	aa
.	.

þess	fphee
í	ao
stað	nkeo
sagði	sfg1eþ
ég	fp1en
:	:

«	«
á	sfg1en
ég	fp1en
ekki	aa
að	cn
taka	sng
svona	aa
kassa	nkeo
og	c
kassa	nkeo
á	ao
kvöldin	nhfog
.	.

ég	fp1en
hef	sfg1en
ekkert	foheo
þarfara	lheovm
að	cn
gera	sng
.	.

ég	fp1en
meina	sfg1en
auðvitað	aa
kauplaust	aa
,	,
