önnur	foven
af	aþ
fólki	nheþ
væri	svg3eþ
að	cn
horfa	sng
á	aa
,	,
Birkir	nken-s
og	c
allir	fokfn
úr	aþ
skólanum	nkeþg
.	.

en	c
Birkir	nken-s
horfði	sfg3eþ
bara	aa
á	ao
hana	fpveo
og	c
hélt	sfg3eþ
með	aþ
henni	fpveþ
.	.

á	aa
meðan	c
Anna	nven-s
þræddi	sfg3eþ
milli	ae
pollanna	nkfeg
á	aþ
hjólinu	nheþg
,	,
raulaði	sfg3eþ
hún	fpven
Alparós	nveo-s
því	fpheþ
að	c
það	fphen
var	sfg3eþ
fallegasta	lhenve
lagið	nheng
sem	ct
hún	fpven
kunni	sfg3eþ
.	.

og	c
hún	fpven
hreyfði	sfg3eþ
handleggina	nkfog
eins	aa
og	c
hún	fpven
væri	svg3eþ
að	cn
dansa	sng
af	aþ
því	fpheþ
að	c
hún	fpven
gat	sfg3eþ
sleppt	ssg
báðum	fovfþ
höndum	nvfþ
af	aþ
stýri	nheþ
og	c
ætlaði	sfg3eþ
að	cn
verða	sng
dansmær	nven
.	.

-	-
vei	au
!	!
hrópaði	sfg3eþ
Birkir	nken-s
og	c
klappaði	sfg3eþ
.	.

svo	aa
hjólaði	sfg3eþ
hún	fpven
út	aa
af	aþ
skautabrautinni	nveþg
,	,
framhjá	aþ
eikinni	nveþg
og	c
niður	aa
að	aþ
hólnum	nkeþg
en	c
það	fphen
var	sfg3eþ
enginn	foken
kominn	sþgken
út	aa
.	.

þau	fphfn
sátu	sfg3fþ
ábyggilega	aa
inni	aa
og	c
voru	sfg3fþ
að	cn
borða	sng
brauðsneiðar	nvfo
með	aþ
jarðarberjasultu	nveþ
.	.

Anna	nven-s
læsti	sfg3eþ
hjólinu	nheþg
og	c
klifraði	sfg3eþ
upp	aa
í	ao
eikina	nveog
.	.

þaðan	aa
gat	sfg3eþ
hún	fpven
séð	ssg
allt	foheo
en	c
enginn	foken
gat	sfg3eþ
séð	ssg
hana	fpveo
.	.

hún	fpven
gat	sfg3eþ
séð	ssg
beint	aa
inn	aa
í	ao
herbergið	nheog
hennar	fpvee
Betu	nvee-s
og	c
nú	aa
sá	sfg3eþ
hún	fpven
að	c
Beta	nven-s
sat	sfg3eþ
á	aþ
rúminu	nheþg
og	c
var	sfg3eþ
að	cn
lesa	sng
í	aþ
bók	nveþ
,	,
ábyggilega	aa
í	aþ
mannkynssögubókinni	nveþg
.	.

-	-
Beta	nven-s
,	,
kallaði	sfg3eþ
hún	fpven
,	,
-	-
þú	fp2en
verður	sfg2en
að	cn
koma	sng
út	aa
!	!

Beta	nven-s
kom	sfg3eþ
út	aa
í	ao
glugga	nkeo
,	,
hann	fpken
var	sfg3eþ
opinn	lkensf
.	.

-	-
hvar	aa
ertu	sfg2en
?	?

-	-
hér	aa
,	,
í	aþ
eikinni	nveþg
!	!

það	fphen
gerðist	sfm3eþ
svolítið	aa
spennandi	lhenof
.	.

-	-
hvað	fshen
?	?

-	-
þú	fp2en
verður	sfg2en
að	cn
koma	sng
út	aa
.	.

ég	fp1en
get	sfg1en
ekki	aa
sagt	ssg
það	fpheo
upphátt	aa
.	.

núna	aa
,	,
einmitt	aa
núna	aa
hófst	sfm3eþ
sumarið	nheng
.	.

sólin	nveng
gægðist	sfm3eþ
fram	aa
undan	aþ
skýjaslæðum	nvfþ
sem	ct
greiddust	sfm3fþ
sundur	aa
og	c
skóginn	nkeog
lýsti	sfg3eþ
:	:
bjarkirnar	nvfng
voru	sfg3fþ
bjartar	lvfnsf
eins	aa
og	c
þær	fpvfn
hefðu	svg3fþ
laugast	ssm
í	aþ
fossúða	nkeþ
.	.

pabbi	nken
lét	sfg3eþ
orð	nhfo
falla	sng
um	ao
bílana	nkfog
sem	ct
þutu	sfg3fþ
framhjá	aþ
okkur	fp1fþ
.	.

-	-
sjáið	sfg2fn
þið	fp2fn
þennan	fakeo
ökufant	nkeo
,	,
smyglaralögreglan	nveng
er	sfg3en
á	aa
eftir	aþ
honum	fpkeþ
og	c
hann	fpken
er	sfg3en
með	ao
laust	lheosf
yfirskegg	nheo
,	,
bráðum	aa
svínar	sfg3en
hann	fpken
.	.

sá	faken
hraði	nken
!	!

svona	aa
já	au
,	,
kerran	nveng
á	aþ
tveim	tfhfþ
hjólum	nhfþ
og	c
treyst	sþghen
á	ao
guð	nkeo
og	c
lukkuna	nveog
.	.

hægan	lkeosf
,	,
hægan	lkeosf
Fía	nven-s
litla	lvenvf
,	,
ekki	aa
fara	sng
út	aa
af	aþ
sporinu	nheþg
:	:
þú	fp2en
ert	sfg2en
þó	aa
á	aþ
öllum	fohfþ
fjórum	tfhfþ
hjólum	nhfþ
.	.

hvað	fshen
var	sfg3eþ
þetta	fahen
?	?

hvaða	fshen
hljóð	nhen
var	sfg3eþ
þetta	fahen
?	?

nú	aa
var	sfg3eþ
eitthvað	fohen
sem	ct
losnaði	sfg3eþ
,	,
sannið	sfg2fn
þið	fp2fn
til	aa
.	.

nú	aa
datt	sfg3eþ
blöndungurinn	nkeng
á	aa
milli	ae
öxulsins	nkeeg
og	c
handbremsunnar	nveeg
!	!

herra	nken
trúr	lkensf
!	!

þar	aa
liggjum	sfg1fn
við	fp1fn
alveg	aa
í	aþ
því	fpheþ
.	.

viltu	sfg2en
gæta	sng
að	aþ
því	fpheþ
Jóhann	nken-s
að	c
púströrið	nheng
leki	svg3en
ekki	aa
.	.

hvað	fshen
þá	aa
?	?

detta	sfg3fn
litlar	lvfnsf
kúlur	nvfn
aftur	aa
úr	aþ
okkur	fp1fþ
?	?

skammastu	sbm2en
þín	fp2ee
,	,
Fía	nven-s
.	.

-	-
gættu	sbg2en
að	aþ
hvernig	aa
þú	fp2en
keyrir	sfg2en
,	,
sagði	sfg3eþ
mamma	nven
.	.

það	fphen
voru	sfg3fþ
eyrun	nhfng
á	aþ
Fíu	nveþ-s
sem	ct
duttu	sfg3fþ
af	aa
,	,
bætti	sfg3eþ
hún	fpven
við	aa
.	.

vegurinn	nkeng
streymdi	sfg3eþ
undir	aþ
okkur	fp1fþ
og	c
samt	aa
var	sfg3eþ
eins	aa
og	c
við	fp1fn
stæðum	svg1fþ
kyrr	lhfnsf
.	.

engi	nhfn
,	,
afleggjarar	nkfn
:	:
brátt	aa
vorum	sfg1fþ
við	fp1fn
alveg	aa
komin	sþghfn
út	aa
í	ao
sveit	nveo
,	,
ókum	sfg1fþ
að	aþ
nýju	lheþsf
veginn	nkeog
sem	ct
við	fp1fn
höfðum	sfg1fþ
klöngrast	ssm
sólbjarta	lkeovf
marsdaginn	nkeog
þegar	c
allt	fohen
var	sfg3eþ
blásið	lhensf
og	c
hreint	lhensf
;	;
nú	aa
var	sfg3eþ
það	fphen
hreint	lhensf
á	ao
annan	fokeo
hátt	nkeo
,	,
mýkra	lhenvm
,	,
indælla	lhenvm
:	:
við	fp1fn
þurftum	sfg1fþ
ekki	aa
að	cn
snúa	sng
við	aa
um	ao
hríð	nveo
,	,
ekki	aa
í	ao
nokkra	fokfo
mánuði	nkfo
.	.

þegar	c
ég	fp1en
hallaði	sfg1eþ
mér	fp1eþ
fram	aa
á	aa
milli	ae
pabba	nkee
og	c
mömmu	nvee
sá	sfg1eþ
ég	fp1en
grilla	sng
í	ao
sjálfan	fbkeo
mig	fp1eo
í	aþ
baksýnisspeglinum	nkeþg
:	:
mjótt	lhensf
fölt	lhensf
andlit	nhen
,	,
strákur	nken
sem	ct
ég	fp1en
þekkti	sfg1eþ
varla	aa
.	.

ég	fp1en
hafði	sfg1eþ
Díönu	nveo-s
,	,
skútuna	nveog
mína	feveo
,	,
nálægt	lhensf
mér	fp1eþ
.	.

ég	fp1en
hallaði	sfg1eþ
mér	fp1eþ
aftur	aa
á	ao
bak	nheo
,	,
lokaði	sfg1eþ
augunum	nhfþg
og	c
fann	sfg1eþ
hvernig	aa
ég	fp1en
sveif	sfg1eþ
áfram	aa
eins	aa
og	c
fugl	nken
á	aþ
risavængjum	nkfþ
,	,
þvert	aa
yfir	ao
vegi	nkfo
og	c
tún	nhfo
,	,
leið	sfg1eþ
yfir	ao
dimma	lkfosf
skóga	nkfo
.	.

maginn	nkeng
í	aþ
mér	fp1eþ
lét	sfg3eþ
til	ae
sín	fpkee
taka	sng
,	,
ég	fp1en
opnaði	sfg1eþ
augun	nhfog
og	c
kyngdi	sfg1eþ
.	.

mamma	nven
leit	sfg3eþ
snöggt	aa
til	ae
mín	fp1ee
og	c
sagði	sfg3eþ
við	ao
pabba	nkeo
:	:

-	-
við	fp1fn
stönsum	sfg1fn
dálitla	lveosf
stund	nveo
og	c
öndum	sfg1fn
að	aþ
okkur	fp1fþ
hreinu	lheþsf
lofti	nheþ
.	.

við	fp1fn
sátum	sfg1fþ
um	ao
stund	nveo
í	aþ
sólbakaðri	lveþsf
furuvaxinni	lveþsf
brekku	nveþ
og	c
fundum	sfg1fþ
ramma	lveosf
angan	nveo
trjákvoðunnar	nveeg
,	,
mýrarþef	nkeo
og	c
sólarilm	nkeo
allt	fohen
um	aa
kring	aa
.	.

ég	fp1en
drakk	sfg1eþ
krús	nveo
af	aþ
saftinni	nveþg
og	c
fór	sfg3eþ
að	cn
líða	sng
betur	aam
.	.

samt	aa
var	sfg3eþ
eins	aa
og	c
ég	fp1en
væri	svg1eþ
tómur	lkensf
í	aþ
maganum	nkeþg
og	c
það	fahen
tómarúm	nhen
varð	sfg3eþ
enn	aa
ekki	aa
fyllt	sþghen
:	:
það	fpheo
gat	sfg3eþ
ekkert	fohen
nema	c
Furutangi	nken-s
,	,
sumarið	nheng
sem	ct
beið	sfg3eþ
mín	fp1ee
,	,
og	c
hafið	nheng
.	.

í	aþ
bílnum	nkeþg
svaf	sfg1eþ
ég	fp1en
eins	aa
og	c
rotaður	lkensf
selur	nken
síðasta	lkeove
áfangann	nkeog
.	.

þegar	c
ég	fp1en
vaknaði	sfg1eþ
og	c
staulaðist	sfm1eþ
út	aa
úr	aþ
bílnum	nkeþg
á	aþ
dofnum	lkfþsf
fótum	nkfþ
,	,
sá	sfg1eþ
ég	fp1en
hvar	aa
Boginn	nkengs
blasti	sfg3eþ
við	aa
eins	aa
og	c
dimmblár	lkensf
landamerkjagarður	nken
á	aþ
glampandi	lkeþof
breiðum	lkeþsf
vegi	nkeþ
sólargeislans	nkeeg
yfir	ao
vatnið	nheog
.	.

ég	fp1en
fór	sfg1eþ
frá	aþ
bílnum	nkeþg
,	,
pabba	nkeþ
og	c
mömmu	nveþ
,	,
og	c
hljóp	sfg1eþ
niður	aa
að	aþ
víkinni	nveþg
.	.

fjörusandurinn	nkeng
gljáði	sfg3eþ
í	aþ
andvaranum	nkeþg
.	.

regnið	nheng
í	ao
nótt	nveo
hafði	sfg3eþ
skolað	ssg
kletta	nkfo
og	c
tré	nhfo
;	;
ég	fp1en
sneri	sfg1eþ
við	aa
og	c
þaut	sfg1eþ
í	ao
átt	nveo
að	aþ
ysta	lkeþve
tanganum	nkeþg
.	.

öldugjálfur	nhen
við	ao
fjörusteina	nkfo
,	,
þanglykt	nven
,	,
fjörðurinn	nkeng
með	aþ
þokublettum	nkfþ
yfir	aa
:	:
sumarið	nheng
var	sfg3eþ
byrjað	sþghen
!	!

pabbi	nken
kallaði	sfg3eþ
eitthvað	foheo
til	ae
mömmu	nvee
,	,
og	c
við	fp1fn
áttum	sfg1fþ
þetta	faheo
allt	foheo
svo	aa
langt	aa
sem	c
raddir	nvfn
þeirra	fphfe
bárust	sfm3fþ
,	,
allt	foheo
.	.

tveir	tfkfn
máfar	nkfn
svifu	sfg3fþ
yfir	aþ
furutoppunum	nkfþg
,	,
létu	sfg3fþ
vindinn	nkeog
bera	sng
sig	fpkfo
,	,
liðu	sfg3fþ
til	ae
hafs	nhee
þöndum	lkfþsf
vængjum	nkfþ
.	.

alls	fohee
þessa	fahee
skyldi	svg1eþ
ég	fp1en
minnast	snm
,	,
hvern	fokeo
dag	nkeo
,	,
hverja	foveo
stund	nveo
í	aþ
borginni	nveþg
.	.

allt	foheo
skyldi	svg1eþ
ég	fp1en
varðveita	sng
.	.

ég	fp1en
skyldi	svg1eþ
loka	sng
augunum	nhfþg
og	c
geyma	sng
það	fpheo
,	,
alltaf	aa
.	.

þannig	aa
skyldi	svg1eþ
ég	fp1en
alltaf	aa
minnast	snm
þess	fphee
.	.

«	«
þá	aa
veistu	sfg2en
af	aþ
hverju	fsheþ
ég	fp1en
er	sfg1en
svona	aa
vonlaus	lkensf
,	,
»	»
sagði	sfg1eþ
ég	fp1en
og	c
lagðist	sfm1eþ
aftur	aa
endilangur	lkensf
útaf	aa
.	.

«	«
engin	foven
yfirmáta	lvenof
greind	nven
í	aþ
genunum	nhfþg
og	c
þar	aa
að	aa
auki	aa
einungis	aa
alinn	sþgken
upp	aa
af	aþ
kvenfólki	nheþ
!	!
»	»

ég	fp1en
lokaði	sfg1eþ
augunum	nhfþg
og	c
taldi	sfg1eþ
upp	aa
fyrir	aþ
henni	fpveþ
:	:

«	«
eitt	tfhen
stykki	nhen
amma	nven
,	,
eitt	tfhen
stykki	nhen
ömmusystir	nven
,	,
tvær	tfvfn
móðursystur	nvfn
,	,
ein	tfven
móðir	nven
og	c
tvær	tfvfn
eldri	lvfnvm
systur	nvfn
!	!
»	»

ég	fp1en
andvarpaði	sfg1eþ
:	:

«	«
sjöföld	lvensf
greindarskerðing	nven
»	»
.	.

ég	fp1en
geispaði	sfg1eþ
:	:

«	«
og	c
ekki	aa
einu	foheþ
sinni	nheþ
á	aþ
hátíðis-	nkfþ
og	c
tyllidögum	nkfþ
er	sfg3en
karlmaður	nken
á	aþ
svæðinu	nheþg
sem	ct
gæti	svg3eþ
haft	ssg
uppbyggjandi	lhfoof
áhrif	nhfo
á	ao
mig	fp1eo
!	!
»	»

ég	fp1en
krosslagði	sfg1eþ
hendurnar	nvfog
á	aþ
brjóstinu	nheþg
og	c
lá	sfg3eþ
eins	aa
og	c
tilbúinn	lkensf
fyrir	ao
kistulagningu	nveo
.	.

«	«
ertu	sfg2en
að	cn
tala	sng
í	aþ
alvöru	nveþ
,	,
Ói	nken-s
minn	feken
?	?
»	»
spurði	sfg3eþ
mamma	nven
.	.

ég	fp1en
svaraði	sfg1eþ
engu	foheþ
.	.

ég	fp1en
kinkaði	sfg1eþ
ekki	aa
einu	foheþ
sinni	nheþ
kolli	nkeþ
.	.

stundum	aa
-	-
það	fphen
finnst	sfm3en
mér	fp1eþ
að	aþ
minnsta	lkeþve
kosti	nkeþ
-	-
er	sfg3en
þegjandi	lvenof
þögnin	nveng
áhrifameiri	lvenvm
en	c
öll	fohfn
heimsins	nkeeg
rök	nhfn
.	.

móður	nveþ
minni	feveþ
virtist	sfm3eþ
í	aþ
raun	nveþ
og	c
veru	nveþ
brugðið	sþghen
.	.

hún	fpven
frussaði	sfg3eþ
.	.

það	fpheo
gerir	sfg3en
hún	fpven
alltaf	aa
þegar	c
hún	fpven
er	sfg3en
ringluð	lvensf
og	c
ráðalaus	lvensf
.	.

ég	fp1en
gat	sfg1eþ
ekki	aa
séð	ssg
hvort	c
hún	fpven
nuddaði	svg3eþ
á	aþ
sér	fpveþ
nefið	nheog
með	aþ
vísifingrinum	nkeþg
-	-
það	fpheo
gerir	sfg3en
hún	fpven
líka	aa
oft	aa
ef	c
hún	fpven
er	sfg3en
mjög	aa
ringluð	lvensf
og	c
veit	sfg3en
ekki	aa
sitt	feheo
rjúkandi	lheoof
ráð	nheo
-	-
en	c
ég	fp1en
þori	sfg1en
að	cn
veðja	sng
að	c
hún	fpven
var	sfg3eþ
orðin	sþgven
eldrauð	lvensf
á	aþ
nefinu	nheþg
af	aþ
nuddi	nheþ
,	,
þar	aa
sem	c
hún	fpven
horfði	sfg3eþ
á	ao
son	nkeo
sinn	fekeo
í	aþ
kistulagningarstellingu	nveþ
á	aþ
rúminu	nheþg
.	.

það	fphen
leið	sfg3eþ
langur	lkensf
tími	nken
án	ae
þess	fphee
að	c
nokkuð	fohen
heyrðist	svm3eþ
nema	c
frussið	nheng
í	aþ
mömmu	nveþ
.	.

svo	aa
sagði	sfg3eþ
hún	fpven
loksins	aa
:	:

«	«
ég	fp1en
fæ	sfg1en
ekki	aa
betur	aam
séð	ssg
en	c
að	c
þetta	fahen
sé	svg3en
alvarlegt	lhensf
mál	nhen
fyrir	ao
þig	fp2eo
,	,
Ói	nken-s
minn	feken
!	!
»	»

ég	fp1en
hugsaði	sfg1eþ
mig	fp1eo
um	ao
hvort	c
ég	fp1en
ætti	svg1eþ
að	cn
halda	sng
áfram	aa
að	cn
leika	sng
lík	nheo
eða	c
hvort	c
ég	fp1en
ætti	svg1eþ
að	cn
segja	sng
eitthvað	foheo
.	.

áður	aa
en	c
mér	fp1eþ
tókst	sfm3eþ
að	cn
taka	sng
ákvörðun	nveo
heyrði	sfg1eþ
ég	fp1en
fótatak	nheo
.	.

fótatak	nheo
margra	lkfesf
sem	ct
stefndu	sfg3fþ
á	ao
herbergið	nheog
mitt	feheo
úr	aþ
mismunandi	lvfþof
áttum	nvfþ
.	.

eitt	tfheo
þeirra	fphfe
átti	sfg3eþ
greinilega	aa
Dóra	nven-s
systir	nven
mín	feven
.	.

ég	fp1en
heyrði	sfg1eþ
þegar	aa
skrækjandi	lvenof
rödd	nven
hennar	fpvee
:	:

«	«
hver	fsken
í	aþ
fjáranum	nkeþg
hefur	sfg3en
límt	ssg
þessa	fakfo
bleðla	nkfo
út	aa
um	ao
allt	foheo
?	?
»	»

ég	fp1en
greindi	sfg1eþ
líka	aa
haltrandi	lheoof
fótatak	nheo
Fríðu	nvee-s
sem	ct
svaraði	sfg3eþ
Dóru	nveþ-s
:	:

«	«
það	fphen
var	sfg3eþ
hann	fpken
Óismá	nken-s
!	!

en	c
hann	fpken
vildi	sfg3eþ
ekki	aa
segja	sng
mér	fp1eþ
af	aþ
hverju	fsheþ
!	!
»	»

allt	fohen
í	aþ
einu	lheþsf
hafði	sfg3eþ
múgur	nken
og	c
margmenni	nhen
safnast	ssm
saman	aa
inni	aa
í	aþ
herberginu	nheþg
mínu	feheþ
.	.

Andrea	nven-s
systir	nven
mín	feven
spurði	sfg3eþ
:	:

«	«
hvað	fshen
gengur	sfg3en
að	aþ
honum	fpkeþ
?	?

er	sfg3en
hann	fpken
orðinn	sþgken
eitthvað	fohen
skrítinn	lkensf
?	?

hann	fpken
er	sfg3en
kominn	sþgken
með	ao
ofsóknarbrjálæði	nheo
!	!
»	»

Andrea	nven-s
systir	nven
mín	feven
er	sfg3en
handviss	lvensf
um	ao
að	c
ég	fp1en
sé	svg1en
ekki	aa
eins	aa
og	c
fólk	nhen
er	sfg3en
flest	lhense
.	.

og	c
Þrúða	nven-s
frænka	nven
sagði	sfg3eþ
:	:

«	«
ég	fp1en
hugsa	sfg1en
að	c
hann	fpken
sé	svg3en
með	ao
mígreni	nheo
!	!
»	»

Þrúða	nven-s
álítur	sfg3en
að	c
mígreni	nhen
sé	svg3en
farsótt	nven
sem	ct
leggist	svm3en
á	ao
sumar	fovfo
fjölskyldur	nvfo
og	c
þar	aa
sem	c
hún	fpven
er	sfg3en
sú	faven
eina	lvenvf
af	aþ
okkur	fp1fþ
sem	ct
þjáist	svm3en
af	aþ
þessari	faveþ
höfuðveiki	nveþ
greinir	sfg3en
hún	fpven
smáhausverk	nkeo
eða	c
ógleði	nveo
umsvifalaust	aa
sem	c
mígreni	nheo
.	.

og	c
amma	nven
sagði	sfg3eþ
:	:

«	«
það	fphen
skiptir	sfg3en
ekki	aa
máli	nheþ
hvað	fshen
gengur	sfg3en
að	aþ
honum	fpkeþ
,	,
hann	fpken
á	sfg3en
að	cn
fara	sng
úr	aþ
skónum	nkfþg
áður	aa
en	c
hann	fpken
leggst	sfm3en
upp	aa
í	ao
rúm	nheo
!	!

Óadengur	nken-s
,	,
viltu	sfg2en
gjöra	sng
svo	aa
vel	aa
að	cn
fara	sng
úr	aþ
skónum	nkfþg
!	!
»	»

amma	nven
mín	feven
er	sfg3en
mjög	aa
hreinleg	lvensf
,	,
það	fphen
má	sfg3en
segja	sng
að	c
hún	fpven
þjáist	svm3en
af	aþ
hreingerningarbrjálæði	nheþ
.	.
»	»

Lísa	nven-s
hvíslaði	sfg3eþ
svo	aa
hátt	aa
að	c
hún	fpven
næstum	aa
hvæsti	sfg3eþ
:	:

«	«
kannski	aa
er	sfg3en
hann	fpken
í	aþ
hugleiðslu	nveþ
?	?
»	»

Lísa	nven-s
móðursystir	nven
mín	feven
er	sfg3en
sérfræðingur	nken
í	aþ
öllum	fohfþ
austurlenskum	lhfþsf
trúarbrögðum	nhfþ
sem	ct
hún	fpven
trúir	sfg3en
á	ao
til	ae
skiptis	nhee
og	c
hún	fpven
sér	sfg3en
mér	fp1eþ
reglulega	aa
fyrir	aþ
upplýsingabæklingum	nkfþ
um	ao
hinar	favfo
og	c
þessar	favfo
heilbrigðiskenningar	nvfo
.	.

kötturinn	nkeng
glennti	sfg3eþ
upp	aa
ginið	nheog
og	c
glápti	sfg3eþ
á	ao
bræðurna	nkfog
og	c
sýndi	sfg3eþ
langar	lvfosf
vígtennur	nvfo
og	c
grænar	lvfosf
glyrnur	nvfo
.	.

allt	fohen
í	aþ
einu	lheþsf
rak	sfg3eþ
Mary	nven-s
Ellerbee	nven-s
aftur	aa
upp	aa
skræk	nkeo
,	,
og	c
Jóa	nkeþ-s
fannst	sfm3eþ
sem	c
kalt	lhensf
vatn	nhen
rynni	svg3eþ
niður	aa
eftir	aþ
hryggnum	nkeþg
.	.

svona	aa
!	!
skrækti	sfg3eþ
hún	fpven
.	.

hver	fshfn
haldið	sfg2fn
þið	fp2fn
að	c
sé	svg3en
hinn	gken
nýi	lkenvf
galdrameistari	nken
í	aþ
Austur-Englandi	nheþ-s
?	?

veist	sfg2en
þú	fp2en
það	fpheo
?	?
spurði	sfg3eþ
Frank	nken-s
.	.

ef	c
til	aa
vill	sfg3en
veit	sfg1en
ég	fp1en
það	fpheo
og	c
ef	c
til	aa
vill	sfg3en
ekki	aa
!	!

þeir	fpkfn
komust	sfm3fþ
að	aþ
raun	nveþ
um	ao
,	,
að	c
enga	foveo
meiri	lveovm
fræðslu	nveo
væri	svg3eþ
að	cn
fá	sng
hjá	aþ
þessari	faveþ
konu	nveþ
.	.

Frank	nken-s
lagði	sfg3eþ
nokkra	fokfo
enska	lkfosf
peninga	nkfo
á	ao
borðið	nheog
.	.

um	ao
leið	nveo
og	c
þeir	fpkfn
yfirgáfu	sfg3fþ
testofuna	nveog
,	,
kallaði	sfg3eþ
Mary	nven-s
:	:

munið	sfg2fn
að	c
Austur-England	nhen-s
er	sfg3en
land	nhen
galdranna	nkfeg
í	aþ
gamla	lheþvf
Englandi	nheþ-s
!	!

sérkennilegir	lkfnsf
atburðir	nkfn
munu	sfg3fn
gerast	snm
hér	aa
!	!

á	aa
meðan	c
rödd	nven
hennar	fpvee
dó	sfg3eþ
út	aa
,	,
gengu	sfg3fþ
bræðurnir	nkfng
aftur	aa
til	ae
gistihúss	nhee
Markgreifans	nkeegs
af	aþ
Granby	nxeþ-s
.	.

hvílík	fbven
undarleg	lvensf
persóna	nven
!	!
sagði	sfg3eþ
Frank	nken-s
.	.

en	c
það	fphen
var	sfg3eþ
þó	aa
gott	lhensf
,	,
að	c
hún	fpven
skyldi	svg3eþ
tala	sng
til	ae
okkar	fp1fe
að	aþ
lokum	nhfþ
.	.

það	fphen
var	sfg3eþ
heppilegt	lhensf
,	,
að	c
við	fp1fn
skyldum	svg1fþ
rekast	snm
inn	aa
í	ao
þessa	faveo
testofu	nveo
.	.

engin	foven
heppni	nven
fyrir	ao
mig	fp1eo
!	!
sagði	sfg3eþ
Jói	nken-s
.	.

þessi	faven
súkkulaðikaka	nven
var	sfg3eþ
alger	lkensf
misskilningur	nken
.	.

mér	fp1eþ
finnst	sfm3en
kinnin	nveng
hafi	svg3en
blásið	ssg
út	aa
eins	aa
og	c
körfubolti	nken
.	.

við	fp1fn
ættum	svg1fþ
að	cn
fara	sng
til	ae
tannlæknis	nkee
nú	aa
á	aþ
stundinni	nveþg
,	,
sagði	sfg3eþ
bróðir	nken
hans	fpkee
.	.

á	aþ
gistihúsinu	nheþg
fann	sfg3eþ
Frank	nken-s
nafn	nheo
doktors	nkee
Vincente	nkee-s
Burelli	nkee-s
í	aþ
símaskránni	nveþg
og	c
hringdi	sfg3eþ
í	ao
hann	fpkeo
.	.

læknirinn	nkeng
sagðist	sfm3eþ
vera	sng
upptekinn	lkensf
um	ao
langan	lkeosf
tíma	nkeo
,	,
en	c
hann	fpken
tæki	svg3eþ
alltaf	aa
strax	aa
á	aa
móti	aþ
þeim	fakeþ
sem	ct
væri	svg3eþ
með	ao
tannpínu	nveo
.	.

bræðurnir	nkfng
þrömmuðu	sfg3fþ
eftir	aþ
götum	nvfþ
borgarinnar	nveeg
.	.

myrkur	nhen
var	sfg3eþ
að	cn
skella	sng
á	aa
.	.

regndropar	nkfn
féllu	sfg3fþ
úr	aþ
svörtum	lhfþsf
skýjum	nhfþ
.	.

þeir	fpkfn
gengu	sfg3fþ
eftir	aþ
moldugum	lvfþsf
og	c
blautum	lvfþsf
hliðargötum	nvfþ
í	aþ
leit	nveþ
að	aþ
læknastofunni	nveþg
.	.

loksins	aa
fundu	sfg3fþ
þeir	fpkfn
staðinn	nkeog
og	c
dyrnar	nvfng
stóðu	sfg3fþ
opnar	lvfnsf
,	,
yfir	aþ
þeim	fpvfþ
var	sfg3eþ
skilti	nhen
þar	aa
sem	c
stóð	sfg3eþ
:	:

doktor	nken
Vincente	nken-s
Burelli	nken-s
tannlæknir	nken
.	.

Frank	nken-s
hringdi	sfg3eþ
dyrabjöllunni	nveþg
,	,
en	c
enginn	foken
ansaði	sfg3eþ
.	.

hann	fpken
hringdi	sfg3eþ
nokkrum	fohfþ
sinnum	nhfþ
.	.

ekkert	fohen
svar	nhen
.	.

kannski	aa
er	sfg3en
einhver	foken
sjúklingur	nken
inni	aa
hjá	aþ
honum	fpkeþ
,	,
Jói	nken-s
.	.

við	fp1fn
skulum	sfg1fn
ganga	sng
inn	aa
.	.

þeir	fpkfn
komu	sfg3fþ
inn	aa
í	ao
mannlausa	lveosf
biðstofu	nveo
.	.

í	aa
gegnum	ao
hálfopnar	lvfosf
dyr	nvfo
sáu	sfg3fþ
þeir	fpkfn
læknastofuna	nveog
og	c
stólinn	nkeog
alkunna	lkeovf
.	.

ég	fp1en
sé	sfg1en
hvorki	c
neinn	fokeo
sjúkling	nkeo
,	,
né	c
heldur	aam
neinn	fokeo
tannlækni	nkeo
,	,
sagði	sfg3eþ
Frank	nken-s
.	.

við	fp1fn
verðum	sfg1fn
að	cn
bíða	sng
.	.

þeir	fpkfn
tóku	sfg3fþ
sér	fpkfþ
sæti	nheo
og	c
Frank	nken-s
byrjaði	sfg3eþ
að	cn
blaða	sng
í	aþ
haffræðitímariti	nheþ
,	,
en	c
þá	aa
heyrðu	sfg3fþ
þeir	fpkfn
fótatak	nheo
nálgast	snm
.	.

bræðurnir	nkfng
litu	sfg3fþ
undrandi	lkfnof
hvor	foken
á	ao
annan	fokeo
og	c
gengu	sfg3fþ
síðan	aa
innfyrir	aa
.	.

þar	aa
sáu	sfg3fþ
þeir	fpkfn
hlera	nkeo
á	aþ
gólfinu	nheþg
og	c
einhvern	fokeo
mann	nkeo
koma	sng
þar	aa
upp	aa
og	c
snúa	sng
í	ao
þá	fpkfo
baki	nheþ
.	.

hann	fpken
lokaði	sfg3eþ
hlemmnum	nkeþg
